,Rodada,level,apostar,acerto,contagem,odd,odd_entrada,odd_saida,media80,desvpad80geral,percentil80geral,cv80,roc80,media160,desvpad160geral,percentil160geral,cv160,roc160,media320,desvpad320geral,percentil320geral,cv320,roc320,media640,desvpad640geral,percentil640geral,cv640,roc640
119,119.0,1.0,0.0,1.0,3.0,4.7,9.0,9.0,5.725,3.1223989174991718,6.0125,1.8335261288731592,-18.21428571428572,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
120,120.0,1.0,0.0,1.0,3.0,2.67,8.0,8.0,5.8,3.1280984639234104,6.003125,1.8541615831124967,-15.91078066914499,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
121,121.0,1.0,0.0,1.0,3.0,2.38,7.0,7.0,5.8125,3.1348594466100073,5.975,1.8541501139024128,-15.760869565217394,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
122,122.0,1.0,0.0,1.0,3.0,1.48,5.0,5.0,5.775,3.1023176819919653,5.965625,1.8615114865644367,-17.211538461538456,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
123,123.0,1.0,0.0,1.0,3.0,2.24,7.0,7.0,5.775,3.1023176819919653,5.9625,1.8615114865644367,-16.649484536082472,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
124,124.0,1.0,0.0,1.0,3.0,5.54,10.0,10.0,5.85,3.0581857366746057,5.9625,1.9128988569416137,-13.852739726027396,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
125,125.0,1.0,0.0,1.0,3.0,1.68,5.0,5.0,5.95,3.0614539029683265,5.9625,1.9435210160215037,-10.952380952380949,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
126,126.0,1.0,0.0,0.0,3.0,1.33,4.0,4.0,5.9125,3.05447929277643,5.953125,1.9356818080196296,-11.899834437086101,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
127,127.0,1.0,0.0,1.0,3.0,1.77,6.0,6.0,5.875,3.059309562630104,5.93125,1.9203679391467767,-12.540453074433659,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
128,128.0,1.0,0.0,0.0,3.0,1.01,1.0,1.0,5.875,3.059309562630104,5.9125,1.9203679391467767,-12.341269841269838,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
129,129.0,1.0,0.0,1.0,3.0,1.91,6.0,6.0,5.75,3.0516389039334255,5.9125,1.8842334171937931,-15.33742331288344,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
130,130.0,1.0,0.0,1.0,3.0,5.69,10.0,10.0,5.75,3.0516389039334255,5.903125,1.8842334171937931,-15.135542168674704,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
131,131.0,1.0,0.0,1.0,3.0,2.02,6.0,6.0,5.8375,3.071822545330378,5.8875,1.9003376379517298,-12.873134328358207,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
132,132.0,1.0,0.0,0.0,3.0,1.08,2.0,2.0,5.825,3.0691000309536998,5.875,1.8979505201040727,-13.1359649122807,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
133,133.0,1.0,0.0,1.0,3.0,1.62,5.0,5.0,5.775,3.098285816382988,5.875,1.8639339112819073,-13.706896551724135,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
134,134.0,1.0,0.0,1.0,3.0,10.15,11.0,11.0,5.8,3.083828789021855,5.875,1.8807788618640124,-12.421652421652425,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
135,135.0,1.0,0.0,0.0,3.0,1.16,3.0,3.0,5.8,3.083828789021855,5.8625,1.8807788618640124,-13.480662983425413,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
136,136.0,1.0,0.0,1.0,3.0,1.7,6.0,6.0,5.75,3.096368841078207,5.846875,1.8570139072959262,-14.29539295392954,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
137,137.0,1.0,0.0,1.0,3.0,6.79,10.0,10.0,5.775,3.090206303792677,5.8375,1.8688072679523753,-13.297587131367287,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
138,138.0,1.0,0.0,1.0,3.0,2.27,7.0,7.0,5.8625,3.109436243115462,5.840625,1.885390000512163,-11.126994680851068,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
139,139.0,1.0,0.0,1.0,3.0,1.7,6.0,6.0,5.8625,3.109436243115462,5.84375,1.885390000512163,-11.220626631853795,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
140,140.0,1.0,0.0,0.0,3.0,1.0,1.0,1.0,5.85,3.1068472765811967,5.846875,1.8829377433825436,-11.500000000000007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
141,141.0,1.0,0.0,1.0,3.0,2.54,7.0,7.0,5.7875,3.153148228358445,5.8375,1.8354671524633714,-12.31060606060606,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
142,142.0,1.0,0.0,1.0,3.0,2.57,7.0,7.0,5.85,3.126899422750914,5.840625,1.8708628609657731,-10.339195979899499,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
143,143.0,1.0,0.0,0.0,3.0,1.02,1.0,1.0,5.8875,3.122473979074926,5.84375,1.8855241194817738,-9.197761194029843,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
144,144.0,1.0,0.0,0.0,3.0,1.16,3.0,3.0,5.7875,3.1491814412637456,5.8343750000000005,1.837779152438265,-11.286496350364967,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
145,145.0,1.0,0.0,0.0,3.0,1.13,2.0,2.0,5.75,3.164253466459348,5.825,1.8171742753699127,-11.750599520383693,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
146,146.0,1.0,0.0,0.0,3.0,1.0,1.0,1.0,5.725,3.185808374651558,5.825,1.7970321270896155,-11.609263657957252,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
147,147.0,1.0,0.0,1.0,3.0,2.41,7.0,7.0,5.725,3.185808374651558,5.81875,1.7970321270896155,-10.462085308056873,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
148,148.0,1.0,0.0,1.0,3.0,7.0,10.0,10.0,5.7875,3.1610668689542143,5.809375,1.8308692096458865,-8.546580188679245,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
149,149.0,1.0,0.0,0.0,3.0,1.27,3.0,3.0,5.8125,3.1862742741327215,5.8125,1.8242309041590954,-8.50694444444444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
150,150.0,1.0,0.0,1.0,3.0,3.15,8.0,8.0,5.8125,3.1862742741327215,5.8125,1.8242309041590954,-7.801724137931028,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
151,151.0,1.0,0.0,0.0,3.0,1.11,2.0,2.0,5.8375,3.195480206479145,5.8125,1.8267989856935758,-7.341269841269833,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
152,152.0,1.0,0.0,1.0,3.0,19.35,11.0,11.0,5.8,3.222576608864404,5.809375,1.7998020540600423,-7.668161434977576,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
153,153.0,1.0,0.0,1.0,3.0,2.91,8.0,8.0,5.9,3.258066911528982,5.8125,1.810889757703344,-5.389755011135846,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
154,154.0,1.0,0.0,1.0,3.0,1.51,5.0,5.0,5.9625,3.2497836466448042,5.8125,1.8347375235751167,-3.7029867256637097,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
155,155.0,1.0,0.0,1.0,3.0,2.99,8.0,8.0,5.8875,3.2015377164731325,5.8125,1.8389600627556464,-5.90172786177106,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
156,156.0,1.0,0.0,0.0,3.0,1.02,1.0,1.0,5.9625,3.1797946081468846,5.8125,1.8751211115094053,-3.83064516129032,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
157,157.0,1.0,0.0,0.0,3.0,1.44,4.0,4.0,5.85,3.194135250736888,5.8125,1.8314816188983867,-6.400000000000006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
158,158.0,1.0,0.0,1.0,3.0,2.16,7.0,7.0,5.85,3.194135250736888,5.8125,1.8314816188983867,-5.960334029227566,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
159,159.0,1.0,0.0,1.0,3.0,2.57,7.0,7.0,5.825,3.1771646164465577,5.8125,1.8333957170009234,-6.895491803278684,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
160,160.0,1.0,0.0,0.0,3.0,1.38,4.0,4.0,5.875,3.1637596305661404,5.8125,1.8569678755742565,-5.473523421588598,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
161,161.0,1.0,0.0,0.0,3.0,1.0,1.0,1.0,5.7875,3.1172654282239107,5.8125,1.856595190001988,-7.7689243027888555,6.03125,3.1965252130242927,0.0,0.5299938177035096,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
162,162.0,1.0,0.0,0.0,3.0,1.1,2.0,2.0,5.775,3.1343859047666736,5.8125,1.842466172151159,-7.414829659318629,6.00625,3.220048281858519,0.0,0.5361162592064131,20.124999999999993,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
163,163.0,1.0,0.0,1.0,3.0,13.67,11.0,11.0,5.7375,3.161264580828375,5.80625,1.8149382480654468,-6.896551724137928,5.95,3.210918871600464,0.0,0.5396502305210864,-25.624999999999996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
164,164.0,1.0,0.0,1.0,3.0,7.45,10.0,10.0,5.825,3.2084848449073275,5.809375,1.8154986797727097,-5.091649694501018,5.98125,3.2354904477528597,0.0,0.5409388418395585,-18.437499999999996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
165,165.0,1.0,0.0,1.0,3.0,6.9,10.0,10.0,5.9375,3.1950890050200482,5.8125,1.8583206886165426,-3.258655804480654,6.0375,3.226622653797621,0.0,0.5344302532169972,4.999999999999994,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
166,166.0,1.0,0.0,1.0,3.0,2.23,7.0,7.0,5.9875,3.2268163489730863,5.8125,1.8555440881863274,-2.044989775051125,6.05,3.2380549717384355,0.0,0.5352156978080059,-2.4193548387096833,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
167,167.0,1.0,0.0,1.0,3.0,3.17,8.0,8.0,5.975,3.220927661404397,5.8125,1.8550556324493066,-2.845528455284564,6.0625,3.237837820212742,0.0,0.5340763414783904,1.0416666666666665,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
168,168.0,1.0,0.0,0.0,3.0,1.07,2.0,2.0,6.0,3.228776858192588,5.8125,1.8582888392475327,-1.437371663244359,6.04375,3.2178153982943147,0.0,0.5324203347746539,-9.986702127659573,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
169,169.0,1.0,0.0,1.0,3.0,1.52,5.0,5.0,5.975,3.2518264098810685,5.8125,1.8374289543390872,-1.2396694214876063,6.0125,3.2326218074497985,0.0,0.5376501966652472,-10.925925925925924,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
170,170.0,1.0,0.0,1.0,3.0,26.45,11.0,11.0,5.975,3.2518264098810685,5.8125,1.8374289543390872,-1.4432989690721707,6.01875,3.2296901457415386,0.0,0.536604800953942,-6.605603448275868,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
171,171.0,1.0,0.0,1.0,3.0,8.44,10.0,10.0,5.9875,3.2691503100958816,5.8125,1.8315156637213146,-1.6427104722792696,6.0375,3.2497836466448042,0.0,0.5382664425084562,-8.522727272727273,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
172,172.0,1.0,0.0,1.0,3.0,1.56,5.0,5.0,6.0,3.2825295124339706,5.8125,1.827858661216132,-1.0309278350515463,6.03125,3.241183956133931,0.0,0.5373983761465585,-13.839285714285715,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
173,173.0,1.0,0.0,1.0,3.0,1.69,5.0,5.0,5.975,3.282434310081468,5.8125,1.820295377016,-0.6237006237006326,5.99375,3.2181067318378362,0.0,0.5369104036434346,-18.267045454545446,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
174,174.0,1.0,0.0,0.0,3.0,1.1,2.0,2.0,5.9,3.2349652239243625,5.815625,1.8238217698187997,-2.0746887966804977,5.9625,3.203294202848062,0.0,0.5372401178780817,-20.905612244897952,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
175,175.0,1.0,1.0,1.0,4.0,6.99,10.0,10.0,5.8125,3.2445868381043526,5.8125,1.7914453488309003,-3.925619834710741,5.93125,3.2173783485160707,0.0,0.5424452431639318,-20.91666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
176,176.0,1.0,0.0,1.0,4.0,90.79,11.0,11.0,5.8,3.2264531609803355,5.8125,1.7976396093838567,-4.722792607802883,5.94375,3.2292547031010113,0.0,0.5433025788603174,-21.100663716814164,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
177,177.0,1.0,0.0,0.0,4.0,1.22,3.0,3.0,5.8625,3.277742172593811,5.8125,1.788578750646749,-4.674796747967488,6.00625,3.229738524633225,0.0,0.5377296190856566,-15.701754385964916,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
178,178.0,1.0,0.0,1.0,4.0,14.61,11.0,11.0,5.7625,3.2413104988569055,5.8125,1.7778302948860432,-7.799999999999997,6.00625,3.229738524633225,0.0,0.5377296190856566,-12.729700854700866,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
179,179.0,1.0,0.0,1.0,4.0,2.12,7.0,7.0,5.7625,3.241310498856905,5.8125,1.7778302948860434,-7.799999999999997,6.00625,3.229738524633225,0.0,0.5377296190856566,-15.537109375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
180,180.0,1.0,0.0,0.0,4.0,1.08,2.0,2.0,5.8375,3.1993895902187344,5.8125,1.8245667916925694,-5.846774193548384,6.01875,3.2296901457415386,0.0,0.536604800953942,-14.017857142857146,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
181,181.0,1.0,0.0,0.0,4.0,1.32,4.0,4.0,5.75,3.207413287993925,5.8125,1.7927218863635546,-7.07070707070707,5.96875,3.229593385784037,0.0,0.5410837086130323,-16.520979020979027,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
182,182.0,1.0,0.0,1.0,4.0,1.5,5.0,5.0,5.675,3.1771646164465572,5.803125,1.7861838101253633,-9.381237524950105,5.96875,3.229593385784037,0.0,0.5410837086130323,-14.732142857142858,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
183,183.0,1.0,0.0,1.0,4.0,1.64,5.0,5.0,5.7125,3.151165459000844,5.8,1.81282134319005,-7.113821138211382,5.93125,3.205701707504926,0.0,0.5404765787152668,-17.412974683544295,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
184,184.0,1.0,0.0,1.0,4.0,2.01,6.0,6.0,5.7,3.1519835024948972,5.8,1.8083850995692918,-7.317073170731709,5.925,3.206536293261001,0.0,0.5411875600440509,-16.905487804878046,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
185,185.0,1.0,0.0,0.0,4.0,1.22,3.0,3.0,5.6875,3.1487844877031517,5.8,1.8062525467243673,-7.89473684210526,5.93125,3.205701707504926,0.0,0.5404765787152668,-15.769230769230768,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
186,186.0,1.0,0.0,0.0,4.0,1.01,1.0,1.0,5.7125,3.119269746270752,5.8,1.8313581269557047,-5.578512396694206,5.88125,3.188596625084459,0.0,0.5421630818422034,-18.31597222222223,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
187,187.0,1.0,0.0,1.0,4.0,11.58,11.0,11.0,5.6625,3.16205530470294,5.8,1.7907656427065448,-6.597938144329903,5.8625,3.2083630951000544,0.0,0.5472687582260221,-17.16032608695652,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
188,188.0,1.0,1.0,1.0,5.0,1.67,5.0,5.0,5.7875,3.17290777521188,5.796875,1.8240366282356009,-2.935010482180305,5.875,3.224418552235426,0.0,0.548837200380498,-17.81088082901554,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
189,189.0,1.0,1.0,1.0,6.0,2.35,7.0,7.0,5.725,3.1383713929361514,5.7875,1.8241945529091406,-3.98322851153041,5.84375,3.208478757526688,0.0,0.549044493266599,-19.396551724137932,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
190,190.0,1.0,0.0,1.0,6.0,3.03,8.0,8.0,5.7,3.120096152364539,5.7875,1.8268667764229967,-5.785123966942144,5.875,3.195211260621119,0.0,0.5438657464887011,-16.89024390243902,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
191,191.0,1.0,0.0,1.0,6.0,2.07,6.0,6.0,5.7125,3.1272741725023088,5.7875,1.826670667455136,-6.54396728016359,5.9125,3.184704656636153,0.0,0.5386392653930069,-14.311594202898561,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
192,192.0,1.0,0.0,1.0,6.0,3.42,8.0,8.0,5.7625,3.0993698956400797,5.7875,1.8592488776851634,-4.158004158004157,5.8875,3.1681767232905425,0.0,0.5381191886693065,-15.892857142857139,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
193,193.0,1.0,1.0,1.0,7.0,2.0,6.0,6.0,5.7875,3.1092352355523056,5.7875,1.8613902009803847,-3.1380753138075312,5.88125,3.163012557278267,0.0,0.5378129746700561,-16.725663716814164,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
194,194.0,1.0,1.0,1.0,8.0,1.77,6.0,6.0,5.7875,3.1092352355523056,5.7875,1.8613902009803847,-2.1141649048625792,5.85,3.1368774282716245,0.0,0.5362183638071153,-18.54430379746836,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
195,195.0,1.0,0.0,0.0,8.0,1.2,3.0,3.0,5.85,3.062270399556512,5.7875,1.9103473033756966,-0.847457627118656,5.875,3.121998558615939,0.0,0.5314040099771811,-16.422594142259413,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
196,196.0,1.0,0.0,0.0,8.0,1.26,3.0,3.0,5.8125,3.0785294785010584,5.7875,1.8880767719106322,-2.5157232704402572,5.8875,3.1064197639726667,0.0,0.5276296839019391,-14.140624999999993,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
197,197.0,1.0,0.0,0.0,8.0,1.23,3.0,3.0,5.8125,3.0785294785010584,5.7875,1.8880767719106322,-1.0638297872340425,5.84375,3.0974725079490213,0.0,0.5300487714137363,-15.850000000000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
198,198.0,1.0,0.0,1.0,8.0,1.51,5.0,5.0,5.8375,3.0473092639244874,5.7875,1.9156244064582262,0.21459227467811462,5.83125,3.104878973084136,0.0,0.5324551293606236,-15.389705882352947,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
199,199.0,1.0,0.0,0.0,8.0,1.29,3.0,3.0,5.8625,3.0320939546788455,5.7875,1.9334823022068741,2.401746724890833,5.79375,3.0783454870270814,0.0,0.5313217669086656,-17.232142857142854,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
200,200.0,1.0,1.0,1.0,9.0,1.63,5.0,5.0,5.7875,3.0277621686651677,5.7875,1.9114777441556785,-0.2155172413793134,5.79375,3.0783454870270814,0.0,0.5313217669086656,-16.001394052044613,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
201,201.0,1.0,1.0,0.0,7.0,1.35,4.0,4.0,5.75,3.0186917696247164,5.7875,1.9047986474998206,-1.0752688172043012,5.78125,3.0774824837031973,0.0,0.5323212944783909,-16.213768115942035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
202,202.0,1.0,1.0,1.0,8.0,3.31,8.0,8.0,5.7125,3.0215631302357395,5.7875,1.8905777419763248,-1.0822510822510822,5.74375,3.062366068499976,0.0,0.5331649303155561,-17.659527972027966,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
