,Rodada,level,apostar,acerto,contagem,odd,odd_entrada,odd_saida,media80,desvpad80geral,percentil80geral,cv80,roc80,media160,desvpad160geral,percentil160geral,cv160,roc160,media320,desvpad320geral,percentil320geral,cv320,roc320,media640,desvpad640geral,percentil640geral,cv640,roc640
203,203.0,1.0,1.0,0.0,6.0,1.04,1.0,1.0,5.75,3.031088913245535,5.7875,1.8970080273373418,-0.43290043290043906,5.7625,3.0669355633922275,0.0,0.5322230912611241,-16.829896907216497,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
204,204.0,1.0,1.0,1.0,7.0,13.51,11.0,11.0,5.675,3.0731701872821815,5.7875,1.846627311264788,-2.9914529914529884,5.7625,3.0669355633922275,0.0,0.5322230912611241,-15.141267123287664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
205,205.0,1.0,0.0,1.0,7.0,1.8,6.0,6.0,5.6875,3.092708157909504,5.7875,1.8390031356351544,-4.411764705882356,5.81875,3.079918576439968,0.0,0.5293093149628302,-12.916666666666671,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
206,206.0,1.0,1.0,1.0,8.0,2.41,7.0,7.0,5.7,3.0919249667480613,5.778125,1.8435117479564802,-3.594080338266376,5.80625,3.0750952729143206,0.0,0.5296181309647915,-13.4830298013245,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
207,207.0,1.0,1.0,0.0,6.0,1.37,4.0,4.0,5.7375,3.089270747280011,5.775,1.8572344314759905,-2.3404255319148968,5.80625,3.0750952729143206,0.0,0.5296181309647915,-13.563915857605174,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
208,208.0,1.0,1.0,0.0,4.0,1.05,2.0,2.0,5.7125,3.095132266963724,5.775,1.8456400267520305,-2.7659574468085046,5.79375,3.078345487027082,0.0,0.5313217669086657,-13.553571428571423,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
209,209.0,1.0,1.0,1.0,5.0,1.59,5.0,5.0,5.725,3.078047270592185,5.775,1.8599454448594508,-0.4347826086956583,5.7375,3.0648970211085396,0.0,0.534186844637654,-15.521472392638044,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
210,210.0,1.0,1.0,0.0,3.0,1.03,1.0,1.0,5.7125,3.0789354897431678,5.775,1.8553490383380893,-0.652173913043472,5.73125,3.0653749260897927,0.0,0.534852767910978,-15.412274096385545,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
211,211.0,1.0,0.0,1.0,3.0,6.22,10.0,10.0,5.6,3.084639363037436,5.775,1.8154472341576084,-4.068522483940055,5.71875,3.0805272986130148,0.0,0.5386714401946255,-14.645522388059703,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
212,212.0,1.0,1.0,1.0,4.0,7.53,10.0,10.0,5.65,3.1228992939254385,5.7718750000000005,1.8092162020690823,-3.004291845493559,5.7375,3.097352700291008,0.0,0.5398436078938577,-14.440789473684216,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
213,213.0,1.0,1.0,1.0,5.0,1.92,6.0,6.0,5.75,3.132491021535417,5.7625,1.8355998342755309,-0.43290043290043906,5.7625,3.1154604394856307,0.0,0.5406438940539056,-13.89367816091954,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
214,214.0,1.0,1.0,1.0,6.0,2.04,6.0,6.0,5.7625,3.1314683057632884,5.7625,1.840191066086937,-0.6465517241379249,5.78125,3.1077963957601855,0.0,0.5375647819693294,-12.70477207977208,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
215,215.0,1.0,1.0,1.0,7.0,4.35,9.0,9.0,5.7,3.0757112998459397,5.7625,1.853229852972712,-1.7241379310344769,5.75,3.080178566252288,0.0,0.5356832289134413,-14.226519337016569,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
216,216.0,1.0,0.0,1.0,7.0,5.62,10.0,10.0,5.775,3.0821056114286547,5.7625,1.8737190505691668,0.4347826086956583,5.7625,3.0892707472800116,0.0,0.5360990450811299,-14.109078590785904,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
217,217.0,1.0,0.0,0.0,7.0,1.1,2.0,2.0,5.825,3.117591217590914,5.7625,1.868429692492272,0.8658008658008627,5.8,3.1040296390337514,0.0,0.5351775239713364,-12.922252010723861,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
218,218.0,1.0,1.0,0.0,5.0,1.07,2.0,2.0,5.725,3.1103657341219537,5.7625,1.8406195571133208,-2.3454157782516023,5.79375,3.110660852214526,0.0,0.5368993919679872,-12.169215425531913,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
219,219.0,1.0,1.0,1.0,6.0,7.94,10.0,10.0,5.6625,3.1342612766009155,5.7625,1.8066458091014483,-3.4115138592750567,5.7625,3.1234746277183043,0.0,0.5420346425541526,-12.734986945169716,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
220,220.0,1.0,1.0,1.0,7.0,4.79,9.0,9.0,5.7125,3.170937361412237,5.759375,1.801517768694059,-2.350427350427338,5.78125,3.1398086625620993,0.0,0.5431020389296605,-12.540064102564106,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
221,221.0,1.0,0.0,0.0,7.0,1.25,3.0,3.0,5.8125,3.1467989687935263,5.7625,1.8471151343450758,0.43196544276458504,5.8,3.1500000000000004,0.0,0.5431034482758621,-12.12121212121212,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
222,222.0,1.0,1.0,1.0,8.0,2.5,7.0,7.0,5.7625,3.1592869052999917,5.7625,1.8239875556515242,-1.4957264957264869,5.80625,3.1434393484684895,0.0,0.5413889082399982,-11.009736180904513,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
223,223.0,1.0,1.0,0.0,6.0,1.01,1.0,1.0,5.7625,3.1592869052999917,5.7625,1.8239875556515242,-2.1231422505307855,5.825,3.1415561430603147,0.0,0.5393229430146463,-10.161691542288548,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
224,224.0,1.0,1.0,1.0,7.0,1.45,5.0,5.0,5.7625,3.1592869052999917,5.7625,1.8239875556515242,-0.43196544276456966,5.775,3.1542629884015696,0.0,0.546192725264341,-11.478102189781016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
225,225.0,1.0,0.0,0.0,7.0,1.11,2.0,2.0,5.7875,3.1452096511997416,5.7625,1.8400999112387804,0.652173913043472,5.76875,3.154801647885331,0.0,0.5468778587883565,-11.462829736211035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
226,226.0,1.0,0.0,1.0,7.0,21.61,11.0,11.0,5.7875,3.1452096511997416,5.7625,1.8400999112387804,1.091703056768559,5.75625,3.165728342340827,0.0,0.5499636642503065,-11.126781472684092,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
227,227.0,1.0,0.0,1.0,7.0,1.63,5.0,5.0,5.9125,3.151165459000844,5.7625,1.876289924133246,3.2751091703056767,5.81875,3.169920888208411,0.0,0.5447769517866228,-8.99585308056872,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
228,228.0,1.0,0.0,1.0,7.0,2.19,7.0,7.0,5.8875,3.150372001843592,5.7625,1.8688269183939694,1.7278617710583248,5.8375,3.1561200468296513,0.0,0.5406629630543299,-7.756485849056592,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
229,229.0,1.0,0.0,1.0,7.0,2.96,8.0,8.0,5.85,3.118894034750139,5.7625,1.8756648782614558,0.6451612903225745,5.83125,3.1528199183429426,0.0,0.5406765133278358,-8.211805555555554,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
230,230.0,1.0,0.0,1.0,7.0,4.81,9.0,9.0,5.9125,3.111244726793442,5.7625,1.9003648118975294,1.7204301075268755,5.8625,3.149379899281762,0.0,0.5372076587261002,-7.008620689655169,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
231,231.0,1.0,0.0,1.0,7.0,3.2,8.0,8.0,5.925,3.1215981483848942,5.7625,1.898066220684292,1.4989293361884277,5.88125,3.1590581567138014,0.0,0.5371406005039407,-6.6468253968254,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
232,232.0,1.0,0.0,1.0,7.0,6.37,10.0,10.0,6.0,3.0983866769659336,5.7625,1.9364916731037083,3.448275862068969,5.9,3.162672920173694,0.0,0.5360462576565582,-6.076233183856491,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
233,233.0,1.0,0.0,1.0,7.0,1.83,6.0,6.0,5.9875,3.08015320235861,5.7625,1.9438968150724143,1.483050847457618,5.94375,3.170660173765079,0.0,0.533444403577721,-4.688195991091313,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
234,234.0,1.0,0.0,1.0,7.0,35.45,11.0,11.0,5.9625,3.071822545330378,5.7625,1.9410300927258568,0.0,5.9625,3.16205530470294,0.0,0.5303237408306817,-3.7029867256637097,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
235,235.0,1.0,0.0,0.0,7.0,1.04,1.0,1.0,6.0375,3.1202714224887553,5.7625,1.9349278259852272,2.5477707006369332,5.9625,3.16205530470294,0.0,0.5303237408306817,-4.70302375809935,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
236,236.0,1.0,0.0,1.0,7.0,2.24,7.0,7.0,5.95,3.1618823507524754,5.7625,1.8817904463093003,-0.20964360587002392,5.95625,3.1708572874697465,0.0,0.5323579916003772,-3.9314516129032313,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
237,237.0,1.0,0.0,0.0,7.0,1.0,1.0,1.0,6.025,3.1143819611601913,5.7625,1.9345732396149395,2.991452991453004,5.9375,3.1557239660654735,0.0,0.5314903521794482,-5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
238,238.0,1.0,0.0,0.0,7.0,1.23,3.0,3.0,5.9875,3.156318068572938,5.7625,1.8969887919778377,2.3504273504273536,5.91875,3.176027146845568,0.0,0.5366043753910147,-4.855167014613778,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
239,239.0,1.0,0.0,0.0,7.0,1.3,4.0,4.0,5.9375,3.1715286140913186,5.7625,1.872125628512157,1.9313304721030013,5.88125,3.1748462069051473,0.0,0.5398250723749454,-5.996413934426235,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
240,240.0,1.0,0.0,0.0,7.0,1.39,4.0,4.0,5.9,3.176476034853718,5.7625,1.857404222560648,0.4255319148936231,5.8875,3.170148852972049,0.0,0.5384541576173332,-5.272403258655806,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
241,241.0,1.0,0.0,1.0,7.0,4.22,9.0,9.0,5.9,3.176476034853718,5.7625,1.857404222560648,1.9438444924406173,5.84375,3.147512658830779,0.0,0.5386117918854809,-6.872509960159368,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
242,242.0,1.0,0.0,1.0,7.0,1.85,6.0,6.0,6.0,3.146426544510455,5.7625,1.9069251784911845,3.89610389610389,5.8875,3.1424264112306592,0.0,0.5337454626294114,-5.379464285714285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
243,243.0,1.0,0.0,1.0,7.0,1.61,5.0,5.0,6.05,3.1140809238040044,5.7625,1.942788305131655,5.446623093681917,5.89375,3.141649397609479,0.0,0.533047617834058,-5.051571709233791,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
244,244.0,1.0,0.0,1.0,7.0,1.57,5.0,5.0,5.975,3.0658400153954544,5.7625,1.9488949097134478,2.57510729613733,5.9,3.1388692231439017,0.0,0.5320117327362545,-4.5419103313840035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
245,245.0,1.0,0.0,1.0,7.0,2.25,7.0,7.0,5.9125,3.033948541092943,5.7625,1.948780580790633,-0.42105263157895334,5.925,3.1155858197135253,0.0,0.5258372691499621,-3.17120622568093,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
246,246.0,1.0,0.0,1.0,7.0,3.75,9.0,9.0,5.875,3.0015620933107483,5.765625,1.9573141642123504,-1.8789144050104356,5.93125,3.1167328145832456,0.0,0.5254765546188822,-3.0468749999999876,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
247,247.0,1.0,0.0,1.0,7.0,1.65,5.0,5.0,5.9,3.0191058278901055,5.768750000000001,1.954220996659531,-1.2552301255230007,5.9375,3.121873435935544,0.0,0.5257892102628284,-3.290719696969701,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
248,248.0,1.0,0.0,0.0,7.0,1.28,3.0,3.0,5.8625,3.0114105914006477,5.7718750000000005,1.9467620977162308,-2.2916666666666696,5.93125,3.122742934905145,0.0,0.526489852038802,-3.367275280898875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
249,249.0,1.0,0.0,1.0,7.0,1.61,5.0,5.0,5.875,2.9973947020704497,5.775,1.9600354921365029,-1.673640167364011,5.925,3.1275989192989564,0.0,0.527864796506153,-3.085501858736057,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
250,250.0,1.0,0.0,1.0,7.0,1.67,5.0,5.0,5.875,2.9973947020704497,5.775,1.9600354921365029,-1.673640167364011,5.925,3.1275989192989564,0.0,0.527864796506153,-2.886740331491709,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
251,251.0,1.0,0.0,0.0,7.0,1.08,2.0,2.0,5.8,2.9427877939124323,5.775,1.970920231488696,-3.1315240083507305,5.89375,3.1116652997229637,0.0,0.5279601781078199,-4.080018083182649,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
252,252.0,1.0,0.0,1.0,7.0,26.87,11.0,11.0,5.7,2.934280150224242,5.7718750000000005,1.9425548032843414,-4.9999999999999964,5.85,3.1168894751017397,0.0,0.5328016196755111,-5.2758007117437815,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
253,253.0,1.0,1.0,1.0,8.0,16.66,11.0,11.0,5.775,2.99155060127687,5.775,1.9304370106710158,-3.347280334728022,5.875,3.1419540098480114,0.0,0.534800682527321,-5.008787346221444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
254,254.0,1.0,0.0,1.0,8.0,1.6,5.0,5.0,5.85,3.0458988821036064,5.775,1.9206153015689678,-0.847457627118656,5.875,3.1419540098480114,0.0,0.534800682527321,-5.797413793103445,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
255,255.0,1.0,0.0,1.0,8.0,1.72,6.0,6.0,5.8875,3.0165947275031826,5.775,1.9517040013104607,1.2903225806451644,5.85,3.1328900395641086,0.0,0.5355367588998476,-6.638370118845503,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
256,256.0,1.0,0.0,1.0,8.0,3.18,8.0,8.0,5.8375,2.98095517410108,5.775,1.958264938271111,0.6465517241379403,5.81875,3.1061871221000192,0.0,0.5338237803823879,-7.869791666666674,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
257,257.0,1.0,0.0,1.0,8.0,1.78,6.0,6.0,5.8,2.9342801502242417,5.775,1.9766347121138914,-1.0660980810234542,5.83125,3.110911994496148,0.0,0.5334897311033051,-7.623762376237626,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
258,258.0,1.0,0.0,1.0,8.0,11.16,11.0,11.0,5.8375,2.9173778894754103,5.775,2.0009406464137127,1.3015184381778773,5.8,3.083828789021855,0.0,0.5316946187968715,-8.816855753646674,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
259,259.0,1.0,0.0,0.0,8.0,1.0,1.0,1.0,5.8375,2.9173778894754103,5.775,2.0009406464137127,1.3015184381778773,5.8,3.083828789021855,0.0,0.5316946187968715,-9.490445859872608,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
260,260.0,1.0,1.0,0.0,6.0,1.13,2.0,2.0,5.7625,2.9632910336313576,5.775,1.9446284332519168,-1.284796573875806,5.8,3.083828789021855,0.0,0.5316946187968715,-8.71224165341813,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
261,261.0,1.0,1.0,0.0,4.0,1.0,1.0,1.0,5.7625,2.9632910336313576,5.775,1.9446284332519168,0.21739130434782916,5.75625,3.087772002188633,0.0,0.5364207604236496,-9.776645768025084,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
262,262.0,1.0,1.0,1.0,5.0,5.02,10.0,10.0,5.725,3.0040597530675055,5.765625,1.9057543692844616,0.8810572687224639,5.7,3.0919249667480613,0.0,0.5424429766224669,-11.15740740740741,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
263,263.0,1.0,0.0,1.0,5.0,1.46,5.0,5.0,5.7875,3.0401223248415516,5.768750000000001,1.9037062925754604,1.3129102844638825,5.75,3.096368841078207,0.0,0.5384989288831664,-9.769230769230763,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
264,264.0,1.0,0.0,1.0,5.0,36.75,11.0,11.0,5.7875,3.0401223248415516,5.7718750000000005,1.9037062925754604,1.5350877192982362,5.74375,3.0968671165389066,0.0,0.5391716416172199,-9.81612042682926,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
265,265.0,1.0,0.0,1.0,5.0,9.98,10.0,10.0,5.85,3.0947536250887566,5.775,1.8902958712366718,2.857142857142851,5.76875,3.1229430730482424,0.0,0.5413552455988286,-9.50980392156863,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
266,266.0,1.0,0.0,1.0,5.0,2.58,7.0,7.0,5.9375,3.1118473211261506,5.775,1.9080306285243038,3.9387308533916783,5.825,3.117591217590914,0.0,0.5352087927194702,-7.887801204819271,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
267,267.0,1.0,0.0,0.0,5.0,1.18,3.0,3.0,6.0125,3.0638772413398025,5.775,1.962382800092472,6.181015452538642,5.8375,3.1182677482858976,0.0,0.5341786292566848,-7.507473841554548,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
268,268.0,1.0,0.0,1.0,5.0,1.71,6.0,6.0,5.9125,3.0298256963066375,5.775,1.9514323900570738,2.1598272138228944,5.85,3.102821296820041,0.0,0.5303968028752207,-6.574626865671641,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
269,269.0,1.0,0.0,0.0,5.0,1.13,2.0,2.0,5.925,3.028097587595221,5.775,1.95667405973708,3.493449781659392,5.825,3.085348440614123,0.0,0.5296735520367594,-7.485294117647062,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
270,270.0,1.0,0.0,1.0,5.0,4.06,9.0,9.0,5.8625,3.0567292569018933,5.775,1.9178996591742172,2.8508771929824497,5.78125,3.0896437395758105,0.0,0.5344248630617618,-8.54045718432511,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
271,271.0,1.0,0.0,1.0,5.0,7.12,10.0,10.0,5.875,3.067470456255447,5.775,1.9152588700631819,2.844638949671766,5.79375,3.098582085002752,0.0,0.5348145993532257,-8.432112068965512,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
272,272.0,1.0,0.0,1.0,5.0,1.67,5.0,5.0,5.925,3.1015117281738593,5.775,1.9103587280286003,2.819956616052054,5.84375,3.1015054308351613,0.0,0.5307388972552147,-7.069305157593118,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
273,273.0,1.0,0.0,1.0,5.0,2.26,7.0,7.0,5.8875,3.094324441618881,5.775,1.9026770175786067,1.7278617710583248,5.8375,3.102191765510314,0.0,0.531424713577784,-7.130681818181811,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
274,274.0,1.0,0.0,1.0,5.0,1.77,6.0,6.0,5.9,3.096772513440405,5.775,1.9052093669758483,1.9438444924406173,5.84375,3.1035199270344633,0.0,0.5310836238775553,-6.993838028169021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
275,275.0,1.0,0.0,1.0,5.0,5.0,10.0,10.0,5.9,3.096772513440405,5.775,1.9052093669758483,0.854700854700867,5.875,3.07967124868873,0.0,0.5241993614789328,-5.801687763713074,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
276,276.0,1.0,0.0,1.0,5.0,1.68,5.0,5.0,5.9875,3.112449798791942,5.775,1.9237258067018372,3.01075268817204,5.9,3.0967725134404045,0.0,0.5248766971932889,-5.369595536959547,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
277,277.0,1.0,0.0,1.0,5.0,4.26,9.0,9.0,6.0125,3.096343609808188,5.775,1.94180645227952,3.440860215053766,5.9125,3.0890684275360427,0.0,0.5224640046572588,-4.743055555555561,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
